订单交易时间,订单编号,订单来源,用户ID,会员,首次下单用户,性别,品类,商品单价,购买数量,活动优惠,换货,退货,已评价
2023-07-06,PFWF8270106,店铺下单,PB50183,是,否,女,C,79,1,无,0,0,1
2023-07-06,OMSR9938464,店铺下单,KO722036,是,否,女,A,119,1,无,0,0,1
2023-07-06,HUSM5730968,店铺下单,ER354025,是,否,女,A,119,1,无,0,0,0
2023-07-07,QDPS9781353,直播下单,GB944863,是,否,女,B,199,1,无,0,0,0
2023-07-07,RTQC6594422,直播下单,IY220782,否,是,女,A,119,1,无,0,0,1
2023-07-07,XXOK9910211,直播下单,QZ761927,是,否,男,D,59,1,无,0,0,1
2023-07-07,HXTV9251884,店铺下单,WN341041,否,是,女,C,79,1,有,0,0,1
2023-07-07,SDGT4192385,店铺下单,EX887675,是,否,女,B,199,1,无,0,0,1
2023-07-07,IKTZ8066923,店铺下单,TK12778,否,是,女,A,119,1,无,0,0,0
2023-07-07,YOGL1377807,直播下单,TT331614,是,否,女,C,79,1,无,0,0,1
2023-07-07,KTEF2018916,直播下单,UE199542,否,是,女,A,119,2,无,0,0,0
2023-07-07,PDHW5364772,直播下单,JR807654,是,否,男,B,199,1,无,0,0,0
2023-07-07,MJEB7374146,店铺下单,XT769649,是,否,女,A,119,1,无,0,0,0
2023-07-07,ORRQ4119060,店铺下单,CZ509407,是,否,女,A,119,1,无,0,0,0
2023-07-07,PTBT1857605,直播下单,GH98748,否,是,女,B,199,1,无,0,0,0
2023-07-08,RTGS7455541,店铺下单,PZ198519,否,是,男,B,199,1,无,0,0,1
2023-07-08,DQEZ3020889,店铺下单,EG816401,否,是,女,A,119,1,无,0,0,0
2023-07-08,BHUF6634071,店铺下单,IX519885,是,否,女,A,119,1,无,0,0,1
2023-07-08,HYRE1307986,店铺下单,BF665385,否,是,男,B,199,1,无,0,0,1
2023-07-08,AGXN1906048,直播下单,OJ317920,否,是,女,D,59,1,无,0,0,0
2023-07-08,BIRA3182091,店铺下单,RG359212,否,是,女,B,199,1,有,0,0,1
2023-07-08,RTBT2826956,店铺下单,PE366031,是,否,女,C,79,3,无,0,0,1
2023-07-08,UAEQ440678,店铺下单,FF790935,否,否,男,C,79,2,无,0,0,0
2023-07-08,NELR9466439,店铺下单,IX746298,是,否,男,D,59,1,有,0,0,0
2023-07-08,XDRX2021468,店铺下单,MJ624712,否,是,女,D,59,1,有,1,0,0
2023-07-08,HHCC7918349,店铺下单,LD229699,否,否,女,A,119,2,无,0,0,1
2023-07-08,SOBZ5230051,店铺下单,KA899498,是,否,女,A,119,1,无,0,0,1
2023-07-08,EUNE3668111,直播下单,VP245546,否,否,女,A,119,1,无,0,0,0
2023-07-08,PSZE9883028,店铺下单,UL924225,是,否,女,D,59,2,有,0,0,1
2023-07-08,FGJC3941369,直播下单,RI469353,否,是,男,A,119,1,无,0,0,0
2023-07-09,DSOQ2955290,店铺下单,VL989698,否,是,女,D,59,1,无,0,0,1
2023-07-09,KYPO3510354,店铺下单,QC687081,是,否,女,D,59,1,无,0,0,1
2023-07-09,GJDM1328201,直播下单,HD154428,是,否,女,A,119,1,无,0,0,1
2023-07-09,VAPQ6154502,店铺下单,BH217196,否,否,男,A,119,1,有,0,0,1
2023-07-09,MKTL204731,店铺下单,IW828438,是,否,女,D,59,1,无,0,0,1
2023-07-09,PPEY7970917,店铺下单,VU187914,否,是,女,A,119,1,无,0,0,1
2023-07-10,TSFI6367211,店铺下单,VJ24014,否,否,女,B,199,1,无,0,0,1
2023-07-10,GKKJ2636158,店铺下单,CV697135,否,是,女,D,59,1,无,0,1,1
2023-07-10,AYHT69035,店铺下单,RT528859,否,是,女,A,119,1,无,0,0,1
2023-07-10,JSIB8900006,直播下单,BD668860,否,是,女,A,119,1,无,0,1,1
2023-07-10,FPRD9917491,店铺下单,ZH470678,是,否,女,B,199,1,无,0,0,1
2023-07-10,KCEB6880600,直播下单,AF996842,是,否,女,A,119,1,无,0,0,1
2023-07-10,EKCI9802914,店铺下单,JR807654,是,否,女,D,59,1,无,0,0,1
2023-07-10,MIFV5833487,直播下单,FS820200,是,否,女,A,119,1,无,0,0,1
2023-07-11,NCVY4754067,店铺下单,TN218353,否,否,女,D,59,1,无,0,0,1
2023-07-11,XVWB6754715,店铺下单,KQ665399,否,是,女,A,119,1,无,0,0,1
2023-07-11,XHEW1968195,直播下单,FT77213,是,否,女,B,199,2,无,0,0,1
2023-07-11,ONOU6696334,直播下单,NV302715,否,是,女,A,119,1,无,0,0,0
2023-07-11,VSUA7801893,店铺下单,OM97742,否,是,女,B,199,2,无,0,0,0
2023-07-11,LRNB9747842,店铺下单,KT755010,是,否,女,C,79,1,无,0,0,0
2023-07-11,BCBW3232316,店铺下单,XD602957,否,否,女,A,119,1,无,0,0,1
2023-07-11,YJPV568818,直播下单,TC362659,否,否,女,B,199,1,无,0,0,1
2023-07-11,ZFHT6213846,店铺下单,HW478506,是,否,女,A,119,1,无,0,0,1
2023-07-11,YCZT7748416,直播下单,OT39816,是,否,女,B,199,1,有,0,0,1
2023-07-11,NCVC8127619,店铺下单,PM237861,否,是,女,D,59,1,无,0,0,0
2023-07-12,XBSZ9744656,直播下单,OW647394,否,是,女,A,119,1,无,0,0,0
2023-07-12,NTVJ8737919,直播下单,FI788987,否,否,男,A,119,1,无,0,0,1
2023-07-12,RXTX5443800,直播下单,QE651491,否,是,女,D,59,1,无,0,0,1
2023-07-12,YQDV2107043,店铺下单,TU391753,否,否,女,A,119,2,无,0,0,0
2023-07-12,JSCM5798524,店铺下单,DO908459,是,否,女,B,199,1,无,0,0,0
2023-07-12,EKCR7120926,店铺下单,LI755241,是,否,女,A,119,1,有,0,0,0
2023-07-12,RJKL3441996,店铺下单,DI2442,是,否,女,B,199,2,无,0,0,1
2023-07-13,HTBK2811517,直播下单,KW487614,是,否,女,A,119,1,有,1,0,1
2023-07-13,BTMA7225802,直播下单,XN489780,否,是,女,B,199,1,无,0,0,1
2023-07-13,KUJC9029568,直播下单,LT485677,否,否,女,C,79,1,无,0,1,1
2023-07-13,AWAA2672438,店铺下单,YN234657,是,否,女,A,119,2,无,0,0,1
2023-07-13,XWRM3565259,店铺下单,UT494972,否,是,女,D,59,1,无,0,0,0
2023-07-13,FCBM6173815,店铺下单,RV79349,否,是,男,A,119,1,无,0,0,1
2023-07-13,RRZO9009376,店铺下单,DI854314,否,是,女,D,59,1,无,0,0,1
2023-07-13,NMXA3812534,店铺下单,JH839702,否,是,女,C,79,1,无,0,0,0
2023-07-13,WEWL4416961,直播下单,FK657915,是,否,女,B,199,1,有,0,1,0
2023-07-13,BIVU7302058,店铺下单,CU798757,否,否,女,B,199,1,无,0,1,1
2023-07-14,ETVQ5984447,店铺下单,BM977708,否,是,女,A,119,1,无,0,1,1
2023-07-14,WSWU9897364,店铺下单,CU843309,否,是,女,D,59,3,无,0,0,1
2023-07-14,JXMY3032228,店铺下单,UN992254,是,否,男,A,119,1,无,0,0,1
2023-07-14,DIJU5656431,直播下单,XX548573,是,否,男,A,119,1,无,0,0,0
2023-07-14,FEMB1602806,直播下单,TY266846,是,否,女,A,119,1,无,0,1,1
2023-07-14,IUQX9046004,直播下单,KE343597,否,是,女,D,59,1,无,0,0,1
2023-07-14,NMFG1041334,直播下单,QJ89675,是,否,女,C,79,1,无,0,0,1
2023-07-14,TVRD4981707,直播下单,DR16390,是,否,女,B,199,1,无,0,1,1
2023-07-14,UXYS4831230,直播下单,UY543729,是,否,女,D,59,1,无,0,0,1
2023-07-14,QIQB5600279,店铺下单,GK379836,否,是,女,A,119,1,无,0,1,0
2023-07-14,YQDX540493,店铺下单,FB700356,是,否,女,A,119,1,无,0,0,1
2023-07-15,CGNY4057798,店铺下单,BD138549,否,是,女,C,79,1,无,0,0,0
2023-07-15,WQKH572961,店铺下单,QT327050,否,是,女,D,59,1,无,0,0,1
2023-07-15,QWIB3075193,店铺下单,CK918646,否,是,男,A,119,1,无,0,0,1
2023-07-15,BPQQ793017,店铺下单,HE961434,否,是,女,C,79,1,无,0,0,1
2023-07-15,CQJL6135009,店铺下单,KS574686,否,是,女,A,119,1,无,0,0,1
2023-07-15,SDAY2476164,店铺下单,CY467122,是,否,女,A,119,1,无,0,0,0
2023-07-15,HMDE2251888,店铺下单,AP756953,是,否,女,C,79,1,无,0,0,0
2023-07-15,RIDY3944506,直播下单,BF41522,是,否,女,A,119,1,无,0,0,0
2023-07-15,VYQU5204496,店铺下单,WV672025,否,是,女,C,79,1,无,0,0,1
2023-07-15,ROQC7502723,直播下单,CH28452,否,是,女,A,119,1,有,0,1,1
2023-07-15,UYAU5766980,店铺下单,NZ376253,是,否,男,C,79,1,无,0,1,1
2023-07-15,AIRV8047987,店铺下单,XS657011,否,是,女,D,59,1,无,0,0,0
2023-07-15,FHVA2590124,直播下单,YD221049,否,否,女,A,119,1,无,0,0,1
2023-07-15,FCQR2767389,店铺下单,IC707576,否,是,男,A,119,1,无,0,0,1
2023-07-15,IOUB4237353,店铺下单,OA934399,否,否,女,C,79,1,无,0,0,1
2023-07-16,RIYX9690964,直播下单,ZF950309,否,是,女,D,59,1,无,0,0,1
2023-07-16,ZQZF8116556,直播下单,LT253680,是,否,女,A,119,1,有,0,0,0
2023-07-16,ZEWF5157892,直播下单,UY5246,否,否,女,A,119,1,无,0,0,0
2023-07-16,WYSM8697285,店铺下单,BX936938,否,是,女,A,119,4,无,0,0,1
2023-07-16,RNYG4765823,店铺下单,ZM3560,是,否,女,C,79,1,无,0,0,0
2023-07-16,XKTD4777595,直播下单,ZF74279,否,是,男,A,119,3,无,0,0,1
2023-07-16,LROX2912761,店铺下单,EE281942,否,是,女,A,119,2,无,0,0,1
2023-07-16,BPCT106488,店铺下单,CL915857,是,否,女,B,199,1,无,0,0,0
2023-07-16,UEHJ7496742,店铺下单,RL474328,否,是,女,B,199,1,无,1,0,1
2023-07-17,LLEY4544000,店铺下单,YZ635138,是,否,女,B,199,2,无,1,0,0
2023-07-17,MBEI9818347,直播下单,ZX626454,是,否,男,D,59,1,无,0,0,0
2023-07-17,PBYI3561089,直播下单,ED844955,否,否,男,D,59,1,无,0,0,1
2023-07-17,SNHT20977,店铺下单,LD214821,否,否,女,A,119,1,无,0,1,1
2023-07-17,LXGB494725,店铺下单,CM258314,否,是,男,A,119,2,无,0,0,0
2023-07-17,SCBH8525536,直播下单,CH184866,是,否,女,A,119,1,无,0,0,1
2023-07-17,FOMG8733867,直播下单,UW622951,否,是,男,C,79,3,无,0,0,0
2023-07-17,PLYM6467143,直播下单,UF407260,否,是,女,C,79,1,无,0,0,1
2023-07-17,BLBI8745970,直播下单,CG844039,否,是,女,A,119,1,无,0,0,1
2023-07-18,NCES3180650,直播下单,KL267007,是,否,女,A,119,1,无,0,0,0
2023-07-18,KQOA865975,直播下单,VE996627,否,是,女,C,79,1,无,0,0,1
2023-07-18,KUNS33313,直播下单,DA737222,是,否,女,A,119,1,无,0,0,1
2023-07-18,YDMV6371915,店铺下单,BR26284,是,否,女,A,119,2,无,0,0,1
2023-07-18,ECRV4310242,直播下单,NU671709,否,是,女,B,199,1,无,0,0,1
2023-07-18,WRJE259849,直播下单,GN265040,否,是,女,C,79,1,有,0,0,1
2023-07-18,LKZW9610390,店铺下单,ZH758967,否,是,女,B,199,1,无,0,0,1
2023-07-18,OZZJ8948984,直播下单,NL197887,是,否,男,A,119,1,无,0,0,0
2023-07-18,ONNP1901194,店铺下单,DB321287,是,否,女,D,59,1,有,0,0,0
2023-07-19,FPBV1131443,店铺下单,BY10644,否,否,女,D,59,1,无,0,0,1
2023-07-19,MYEQ9904248,直播下单,YS175193,否,是,男,D,59,1,无,0,0,1
2023-07-19,IXYS7409047,直播下单,RV426094,否,是,男,B,199,1,无,0,1,0
2023-07-19,RAFP1621305,店铺下单,RM738992,否,否,女,D,59,1,无,0,0,1
2023-07-19,ZTRU2690873,店铺下单,GI548962,否,是,女,A,119,1,无,0,1,1
2023-07-19,WHWB2363886,店铺下单,JB795308,否,否,女,D,59,1,无,0,0,1
2023-07-19,CSBT4734568,直播下单,WK727782,否,是,女,C,79,1,无,0,0,0
2023-07-19,BREF9277847,店铺下单,VE999854,否,否,女,A,119,1,有,0,0,1
2023-07-20,PODN6540214,店铺下单,GU170206,否,是,女,D,59,1,无,0,0,1
2023-07-20,IRYZ7464130,店铺下单,RM738992,是,否,女,C,79,2,无,0,0,1
2023-07-20,BBMN2599706,店铺下单,HD727276,是,否,女,A,119,1,无,0,0,1
2023-07-20,PKSR5147617,直播下单,HU116623,是,否,女,D,59,1,无,0,0,0
2023-07-20,SFMY6773275,直播下单,LV301221,是,否,女,C,79,1,无,0,0,1
2023-07-20,AEPL962015,店铺下单,SQ14796,是,否,女,B,199,1,无,0,0,1
2023-07-20,QHPD1276881,直播下单,IP701514,是,否,女,C,79,2,无,0,0,1
2023-07-20,RTKY1059010,直播下单,DK866708,否,否,女,D,59,1,无,0,0,1
2023-07-20,FBZJ8772131,店铺下单,MG402763,是,否,女,D,59,1,无,1,0,1
2023-07-20,GKZC9805504,店铺下单,CY467122,是,否,女,A,119,1,无,0,0,1
2023-07-20,ZGAW3531528,直播下单,YR105322,否,是,女,A,119,1,有,0,0,0
2023-07-20,PABT1263707,店铺下单,RM927574,是,否,女,A,119,2,无,0,0,0
2023-07-21,VBZH7388063,直播下单,OL116356,否,是,女,A,119,1,无,0,0,1
2023-07-21,GOFF612018,直播下单,HL567733,是,否,女,B,199,1,无,0,0,1
2023-07-21,LPZD3547697,店铺下单,SQ933160,否,是,女,B,199,1,有,0,0,1
2023-07-21,GCJJ2921561,直播下单,CQ751353,是,否,女,D,59,1,无,0,0,0
2023-07-21,OEDM9844692,店铺下单,ZD819293,是,否,男,B,199,1,无,0,0,1
2023-07-21,AVFO5981629,店铺下单,TI594706,是,否,女,B,199,1,无,0,0,0
2023-07-21,LYSK8903871,直播下单,AD321446,否,是,女,A,119,1,无,0,0,0
2023-07-21,VMUD1386304,直播下单,NL135825,是,否,男,A,119,1,无,0,0,1
2023-07-21,PTMH1152586,店铺下单,UW333595,是,否,女,A,119,1,无,0,0,1
2023-07-22,AMRQ1958722,直播下单,TG866150,否,是,男,D,59,1,无,0,0,1
2023-07-22,CHJQ9326392,直播下单,PT504826,否,是,女,D,59,1,有,0,0,0
2023-07-22,JNFN9373868,直播下单,TS279867,是,否,女,A,119,3,无,0,0,0
2023-07-22,MRRE6556557,店铺下单,QX333553,否,是,女,A,119,1,无,0,0,1
2023-07-22,LDAY4964586,店铺下单,AU819810,否,否,女,A,119,1,无,0,0,0
2023-07-23,ZKCX3243240,店铺下单,XH591452,否,是,女,A,119,1,无,0,0,1
2023-07-23,IUYM3079933,店铺下单,KH738662,否,否,女,C,79,1,无,0,0,1
2023-07-23,AQAS1184747,店铺下单,IB647808,否,否,女,D,59,1,无,0,0,1
2023-07-23,IFZT3434552,直播下单,GX295313,是,否,女,C,79,1,无,0,0,1
2023-07-23,JICG6364394,直播下单,MF686784,否,是,男,A,119,2,无,0,0,1
2023-07-23,WXIJ2804118,店铺下单,OO387149,是,否,女,B,199,1,无,0,0,0
2023-07-23,HAOE7043332,直播下单,RE371856,否,是,男,A,119,1,无,0,0,1
2023-07-23,IEZH8276343,直播下单,JL391204,是,否,女,B,199,1,无,0,0,1
2023-07-24,AWER93381,店铺下单,UU653326,否,是,女,B,199,1,无,0,0,1
2023-07-24,NZUI9334315,直播下单,RL484406,是,否,女,A,119,1,无,0,0,1
2023-07-24,ILUX1042258,直播下单,AX652989,否,是,男,B,199,1,无,1,0,0
2023-07-24,ULKA7565691,店铺下单,OI897919,是,否,女,B,199,1,无,0,0,1
2023-07-24,VLRP8386095,店铺下单,GK455858,否,是,女,A,119,2,无,0,0,0
2023-07-24,ZHTB484109,店铺下单,BA157531,否,否,女,A,119,2,无,0,0,1
2023-07-24,JRSN141283,店铺下单,MA359478,否,是,男,A,119,1,无,0,0,1
2023-07-25,VZEH5048036,店铺下单,YR25934,是,否,男,C,79,1,无,0,0,0
2023-07-25,VIHF4009724,直播下单,CA811339,否,是,男,B,199,1,无,0,0,1
2023-07-25,KQMJ5302113,店铺下单,FQ451694,否,是,女,C,79,1,有,0,0,1
2023-07-25,JKOU9489396,直播下单,JJ756701,否,否,女,A,119,1,无,0,0,0
2023-07-25,UBNK2325921,直播下单,UF378918,否,是,女,A,119,1,无,0,0,1
2023-07-25,VNAM561903,直播下单,FF840249,是,否,女,C,79,1,无,0,0,1
2023-07-25,RLPG7647377,店铺下单,BI726338,否,否,女,B,199,1,无,0,0,0
2023-07-25,SZCB3568978,店铺下单,PI824520,否,否,男,A,119,1,无,0,0,1
2023-07-25,SQPQ836066,直播下单,HG344388,是,否,女,D,59,1,无,0,0,1
2023-07-26,ACAA9311909,店铺下单,GH100722,是,否,女,A,119,1,无,0,0,1
2023-07-26,SPHQ3140873,店铺下单,WP316000,是,否,女,A,119,2,无,0,0,1
2023-07-26,FPIK5403853,店铺下单,MH360904,是,否,女,C,79,1,有,0,0,0
2023-07-26,EWOW5522353,店铺下单,ZZ614411,否,否,女,A,119,1,无,0,0,1
2023-07-26,KBHS1856795,店铺下单,VL57511,是,否,女,D,59,1,无,0,0,1
2023-07-26,TUAB5221313,店铺下单,OO387149,是,否,女,D,59,1,有,0,1,0
2023-07-26,VKFD6071339,店铺下单,LD371424,否,否,女,B,199,2,无,0,0,1
2023-07-27,LMHH6225198,直播下单,AT887013,是,否,女,B,199,1,无,0,1,0
2023-07-27,HZJR4812126,店铺下单,YM869380,否,否,女,A,119,1,无,0,0,0
2023-07-27,IWYR8717768,店铺下单,UZ470882,否,是,女,A,119,1,无,0,0,0
2023-07-27,EZWJ1262725,店铺下单,XV970667,否,是,女,B,199,1,有,0,0,1
2023-07-27,PODG237488,店铺下单,WI210101,否,否,女,A,119,1,无,0,1,1
2023-07-27,QPKL2695262,店铺下单,JK758752,是,否,女,A,119,1,无,0,0,1
2023-07-28,TKSJ1854365,店铺下单,AF993874,是,否,女,D,59,1,无,0,0,1
2023-07-28,MXMI7267691,直播下单,HU116623,否,是,女,A,119,1,无,0,0,1
2023-07-28,MKGJ9196783,店铺下单,SI487282,否,是,女,C,79,1,无,0,0,1
2023-07-28,VTDE6823032,直播下单,ET789090,是,否,女,C,79,3,无,0,0,1
2023-07-28,HSOP154711,直播下单,MW744845,否,是,女,D,59,4,无,0,1,1
2023-07-28,OANQ2221137,直播下单,HQ919501,否,是,女,D,59,1,有,0,0,0
2023-07-28,LJFF2428521,店铺下单,UG432386,否,否,女,A,119,1,无,0,0,0
2023-07-28,YXRJ6637066,店铺下单,QY413826,是,否,女,B,199,1,无,0,0,0
2023-07-28,EWCD44003,店铺下单,EV101469,否,否,女,C,79,1,无,0,0,0
2023-07-28,SUSB1008875,直播下单,CG385715,是,否,女,A,119,1,无,0,0,1
2023-07-29,CIKN6310995,店铺下单,EN103550,是,否,女,D,59,1,有,0,0,1
2023-07-29,BBZW8770482,店铺下单,GK485602,否,是,女,A,119,1,无,0,0,0
2023-07-29,BWWA7040407,直播下单,GG736726,是,否,男,D,59,1,无,0,0,1
2023-07-29,BDAI9188310,店铺下单,PA686703,是,否,女,C,79,1,无,0,0,1
2023-07-29,KGEC5228246,店铺下单,OU450269,是,否,女,A,119,1,无,0,0,1
2023-07-29,YTZY5519422,直播下单,OT39816,是,否,女,A,119,1,无,0,0,1
2023-07-29,UZIW2931210,店铺下单,OJ254942,是,否,女,A,119,1,无,0,0,0
2023-07-29,MQLY77083,直播下单,AO372891,否,是,女,A,119,1,无,0,0,1
2023-07-29,ZHXK2089072,店铺下单,KH738662,是,否,男,A,119,4,无,0,0,0
2023-07-29,PKGL4680494,店铺下单,BT655429,否,否,男,D,59,1,无,0,0,0
2023-07-29,ATYQ9975472,店铺下单,HJ270416,是,否,女,A,119,1,有,0,0,0
2023-07-29,CZHR9398330,店铺下单,JW601478,否,是,女,A,119,1,无,0,0,1
2023-07-29,POYK4682915,店铺下单,IW912205,是,否,女,A,119,1,有,0,0,1
2023-07-29,ZPRS6179715,店铺下单,TI442189,否,否,女,A,119,1,无,0,0,1
2023-07-30,XWGH4850778,店铺下单,PF304337,否,是,男,A,119,1,无,0,0,0
2023-07-30,GGGE3345132,店铺下单,DN802052,是,否,女,B,199,1,无,0,0,1
2023-07-30,KDBT2118612,店铺下单,SV873205,否,否,女,A,119,1,无,0,0,1
2023-07-30,DIPW2420070,店铺下单,MR315986,否,是,女,C,79,1,无,0,1,1
2023-07-31,BKKR6802586,直播下单,OY478875,否,是,男,A,119,1,无,0,0,1
2023-07-31,JMJB8579783,店铺下单,TR932204,是,否,女,C,79,1,无,0,0,1
2023-07-31,HZFD7719967,直播下单,FQ256226,是,否,女,D,59,1,无,0,0,1
2023-07-31,GRHJ5321625,直播下单,IZ895220,否,否,女,D,59,2,无,0,0,1
2023-07-31,WELK5162759,店铺下单,HQ919501,是,否,女,A,119,1,无,0,0,1
2023-07-31,MZGQ8651147,直播下单,SG1883,否,是,男,D,59,1,有,0,0,1
2023-07-31,JSBN2372656,店铺下单,TY266846,否,是,女,C,79,1,无,0,0,1
2023-07-31,NMYF4905299,直播下单,EO785385,是,否,女,B,199,1,无,0,0,1
2023-07-31,ZQBP1742449,店铺下单,LD840638,否,是,男,C,79,1,无,0,0,1
2023-07-31,OERW1634775,直播下单,KF943079,否,否,女,C,79,2,无,0,0,1
2023-07-31,MSXZ9210486,直播下单,JV618136,否,是,女,C,79,1,无,0,0,1
2023-07-31,JDFH8621937,店铺下单,GP119969,是,否,女,A,119,1,无,1,0,1
2023-07-31,PUBS4950712,直播下单,JX523732,否,是,女,A,119,2,无,0,0,0
2023-07-31,ZRRB8365958,店铺下单,QY216925,否,是,女,A,119,4,无,0,0,1
2023-08-01,WIQO3016881,店铺下单,YR539084,是,否,女,D,59,2,无,0,0,1
2023-08-01,XBIM5566618,店铺下单,MR107936,是,否,女,B,199,3,无,0,0,1
2023-08-01,TTAG2410243,直播下单,NY659205,否,否,女,D,59,1,无,0,0,1
2023-08-01,YDBM9871493,店铺下单,UJ88913,否,是,女,B,199,1,有,0,0,1
2023-08-01,XFFN5897447,店铺下单,OK558924,是,否,女,D,59,1,无,0,1,1
2023-08-01,UVRC6757075,直播下单,NS499818,否,是,女,A,119,1,无,0,0,1
2023-08-01,TANK9006689,直播下单,VN833923,是,否,女,A,119,1,有,0,0,1
2023-08-02,ZYHE9501940,店铺下单,AL307852,是,否,男,B,199,1,无,0,0,1
2023-08-02,FEHA8446435,店铺下单,XW75597,否,是,女,B,199,1,无,0,0,1
2023-08-02,PAWR5642355,直播下单,PH538384,否,否,女,A,119,1,无,0,0,0
2023-08-02,HVYY7670763,店铺下单,ZL273727,否,否,男,D,59,1,无,0,0,1
2023-08-02,RQTR990673,直播下单,NL158971,是,否,男,D,59,3,无,0,0,0
2023-08-02,OOAR5053352,店铺下单,JL726828,否,是,女,A,119,1,无,0,0,1
2023-08-02,ATUN1808442,店铺下单,NN660783,是,否,男,D,59,1,无,1,0,0
2023-08-02,PQPU9038718,店铺下单,IM244955,是,否,女,A,119,1,无,0,0,0
2023-08-02,JXYR9244283,店铺下单,HV265883,否,否,男,C,79,1,无,0,0,1
2023-08-02,FZVP6382506,店铺下单,FS663852,否,是,男,C,79,1,无,0,0,1
2023-08-03,GMDF6161820,直播下单,HD581198,是,否,女,A,119,1,有,0,0,1
2023-08-03,RVUG5322153,店铺下单,XH38698,是,否,女,C,79,1,无,0,0,1
2023-08-03,QVER4806295,直播下单,SZ302421,否,是,女,A,119,1,无,1,1,1
2023-08-03,LMYP9530246,店铺下单,YZ63592,否,是,男,A,119,1,无,0,0,1
2023-08-03,NJPN6716453,店铺下单,ZD343192,否,否,女,D,59,1,无,0,0,0
2023-08-03,KMZF5177830,店铺下单,HK683735,否,是,男,B,199,2,无,0,0,1
2023-08-03,FIQD9223263,店铺下单,IW912205,是,否,女,A,119,1,无,0,1,1
2023-08-03,WONX4221741,店铺下单,SM711720,否,是,女,C,79,1,无,0,0,0
2023-08-03,POKU1228537,店铺下单,IB213295,是,否,女,A,119,1,无,0,0,1
2023-08-03,OUMM2143178,店铺下单,HP462179,是,否,女,D,59,1,有,0,0,1
2023-08-03,INPT5684517,店铺下单,LW221820,否,否,女,A,119,1,无,0,0,1
2023-08-03,FBVN6090365,直播下单,BA893955,否,是,女,A,119,1,无,0,0,1
2023-08-04,VAMQ7933191,店铺下单,UE426821,否,否,女,A,119,1,无,0,0,1
2023-08-04,LHQH6655951,店铺下单,YL243278,是,否,男,B,199,1,有,0,0,0
2023-08-04,CAWU5072767,店铺下单,SY612252,否,是,女,C,79,1,无,0,0,1
2023-08-04,HAIP1005944,店铺下单,SX161895,是,否,女,C,79,2,无,0,0,0
2023-08-04,ICXM9609425,店铺下单,DB702949,是,否,女,A,119,3,无,0,0,1
2023-08-05,NKNA5971936,店铺下单,WW544209,否,是,女,D,59,1,无,0,0,1
2023-08-05,ZKDC8838715,店铺下单,HP434867,是,否,女,C,79,1,无,0,0,1
2023-08-05,VXHT1063065,直播下单,PO424300,是,否,女,C,79,1,无,0,0,1
2023-08-05,YCIM7523583,店铺下单,KG29436,否,是,女,C,79,1,无,0,0,0
2023-08-05,XFBV7518731,店铺下单,EW504682,否,是,女,A,119,1,无,0,0,0
2023-08-05,CELL1113293,直播下单,QO554414,否,是,女,C,79,1,有,0,0,0
2023-08-05,ICAU7957771,店铺下单,XX402407,否,是,女,D,59,1,无,0,0,1
2023-08-05,JBIE4011166,店铺下单,ME721397,否,是,女,A,119,1,无,0,0,1
2023-08-05,ANQB3630577,店铺下单,QC889846,是,否,女,C,79,1,无,0,0,1
2023-08-05,XMHI8389542,直播下单,IE832465,否,是,女,D,59,1,无,0,0,1
2023-08-06,CPRI5807699,店铺下单,TE348846,是,否,女,A,119,1,无,0,0,1
2023-08-06,DSYZ1391051,店铺下单,XF488663,否,是,女,D,59,1,有,0,0,1
2023-08-06,PRUV3022278,店铺下单,BB425917,否,是,女,B,199,1,无,0,0,1
2023-08-06,XGNB1884555,店铺下单,CG512190,是,否,男,A,119,1,无,0,0,1
2023-08-06,REFX7838556,直播下单,RZ165053,否,是,女,B,199,1,无,0,0,1
2023-08-06,HBDL9206918,直播下单,JL391204,是,否,女,B,199,1,无,0,0,1
2023-08-07,RAOA8793952,店铺下单,CG591648,是,否,女,D,59,1,有,0,0,0
2023-08-07,VPED2909246,店铺下单,GU770158,是,否,女,A,119,2,无,0,0,1
2023-08-07,NBMM6706534,店铺下单,IJ539919,是,否,女,C,79,2,无,0,1,1
2023-08-07,IGEK5630011,店铺下单,JZ977843,否,是,女,A,119,1,无,0,0,0
2023-08-07,NVTS5568893,店铺下单,YD221049,是,否,女,D,59,1,无,0,0,1
2023-08-07,MUBI5955026,直播下单,OM735973,否,否,女,C,79,1,无,0,0,1
2023-08-07,BHMW2038558,店铺下单,DS982547,否,是,男,D,59,1,无,0,0,0
2023-08-08,YYMF2537786,店铺下单,LT208057,是,否,女,A,119,2,无,0,0,1
2023-08-08,ZMLB5471738,直播下单,NK826666,否,是,男,A,119,1,无,0,0,0
2023-08-08,DGPX1690524,店铺下单,FL346478,否,是,女,D,59,1,无,0,0,0
2023-08-08,ESTP24136,直播下单,RO455009,否,是,女,A,119,1,无,0,0,0
2023-08-08,IPLO9629352,店铺下单,LQ99735,是,否,男,A,119,1,无,0,0,1
2023-08-08,BMEL9656948,直播下单,GM43383,否,是,男,D,59,1,无,0,0,1
2023-08-08,TDSC5109269,直播下单,UY5246,是,否,女,D,59,1,无,0,0,0
2023-08-09,OOHQ4744910,店铺下单,NS872784,是,否,女,D,59,1,无,0,1,1
2023-08-09,MUFF5870070,直播下单,LZ639390,否,是,女,D,59,1,无,0,0,1
